Offense_Description,Report_Date,Full_Address
Theft: All Other Larceny,03/13/2014 12:00:00 AM,4404 W WILLIAM CANNON DR                                                                            Austin TX 78749
Theft: All Other Larceny,11/12/2014 12:00:00 AM,1200 BARTON HILLS DR                                                                                Austin TX 78704
Theft: All Other Larceny,08/04/2014 12:00:00 AM,E OLTORF ST / BURTON DR                                                                             Austin TX 78741
Theft: BOV,10/11/2014 12:00:00 AM,6002 BROKEN SPOKE TRL                                                                               Austin TX 78744
Theft: All Other Larceny,08/16/2014 12:00:00 AM,1181 AIRPORT BLVD                                                                                   Austin TX 78721
Theft: BOV,01/10/2014 12:00:00 AM,9505 STONELAKE BLVD                                                                                 Austin TX 78759
Theft: Shoplifting,10/20/2014 12:00:00 AM,9300 S IH 35 SVRD SB                                                                                Austin TX 78748
Theft: All Other Larceny,04/04/2014 12:00:00 AM,11000 N IH 35 SVRD SB                                                                               Austin TX 78753
Theft: All Other Larceny,10/22/2014 12:00:00 AM,4812 N IH 35 SVRD SB                                                                                Austin TX 78751
Theft: Shoplifting,09/16/2014 12:00:00 AM,5327 CAMERON RD                                                                                     Austin TX 78723
Theft: All Other Larceny,12/21/2014 12:00:00 AM,2508 E RIVERSIDE DR                                                                                 Austin TX 78741
Theft: All Other Larceny,10/23/2014 12:00:00 AM,2508 E RIVERSIDE DR                                                                                 Austin TX 78741
Aggravated Assault,05/01/2014 12:00:00 AM,1711 RUTLAND DR                                                                                     Austin TX 78758
Theft: All Other Larceny,09/18/2014 12:00:00 AM,5301 SOUTHWEST PKWY                                                                                 Austin TX 78735
Theft: BOV,03/29/2014 12:00:00 AM,500 E 5TH ST                                                                                        Austin TX 78701
Theft: Shoplifting,07/07/2014 12:00:00 AM,5510 S IH 35 SVRD SB                                                                                Austin TX 78745
Theft: All Other Larceny,10/03/2014 12:00:00 AM,1111 RED RIVER ST                                                                                   Austin TX 78701
Theft: Shoplifting,06/06/2014 12:00:00 AM,2901 S CAPITAL OF TEXAS HWY NB                                                                      Austin TX 78746
Theft: BOV,04/12/2014 12:00:00 AM,5000 ALF AVE                                                                                        Austin TX 78721
Theft: BOV,07/01/2014 12:00:00 AM,1515 WICKERSHAM LN                                                                                  Austin TX 78741
Theft: BOV,07/13/2014 12:00:00 AM,2600 SHOAL CREEK BLVD                                                                               Austin TX 78703
Theft: BOV,01/08/2014 12:00:00 AM,1701 DIRECTORS BLVD                                                                                 Austin TX 78744
Burglary: Breaking & Entering,04/17/2014 12:00:00 AM,1213 W 5TH ST                                                                                       Austin TX 78703
Theft: BOV,08/31/2014 12:00:00 AM,4510 W GUADALUPE ST                                                                                 Austin TX 78751
Theft: Shoplifting,12/27/2014 12:00:00 AM,6518 ED BLUESTEIN BLVD SB                                                                           Austin TX 78723
Burglary: Breaking & Entering,12/10/2014 12:00:00 AM,4607 E 12TH ST                                                                                      Austin TX 78721
Theft: Shoplifting,11/10/2014 12:00:00 AM,9414 N LAMAR BLVD                                                                                   Austin TX 78758
Theft: All Other Larceny,04/14/2014 12:00:00 AM,NUECES ST / W 4TH ST                                                                                Austin TX 78701
Theft: Shoplifting,07/23/2014 12:00:00 AM,12707 N MOPAC EXPY NB                                                                               Austin TX 78727
